Id,Y
9048,1
9049,1
9050,2
9051,1
9052,1
9053,1
9054,1
9055,2
9056,1
9057,1
9058,1
9059,1
9060,0
9061,1
9062,1
9063,1
9064,1
9065,2
9066,2
9067,2
9068,1
9069,1
9070,1
9071,1
9072,2
9073,2
9074,2
9075,1
9076,1
9077,2
9078,1
9079,1
9080,2
9081,1
9082,2
9083,2
9084,1
9085,2
9086,2
9087,1
9088,1
9089,1
9090,1
9091,1
9092,1
9093,2
9094,1
9095,1
9096,1
9097,1
9098,1
9099,1
9100,2
9101,1
9102,2
9103,1
9104,1
9105,1
9106,1
9107,2
9108,1
9109,2
9110,1
9111,1
9112,2
9113,1
9114,1
9115,1
9116,1
9117,1
9118,1
9119,1
9120,1
9121,1
9122,1
9123,1
9124,1
9125,2
9126,1
9127,1
9128,1
9129,1
9130,2
9131,1
9132,1
9133,2
9134,1
9135,1
9136,1
9137,1
9138,2
9139,2
9140,1
9141,1
9142,1
9143,0
9144,2
9145,1
9146,1
9147,1
9148,1
9149,2
9150,1
9151,1
9152,1
9153,1
9154,2
9155,1
9156,1
9157,1
9158,1
9159,1
9160,1
9161,1
9162,1
9163,1
9164,1
9165,2
9166,1
9167,1
9168,1
9169,2
9170,1
9171,1
9172,2
9173,1
9174,1
9175,2
9176,1
9177,2
9178,2
9179,2
9180,1
9181,1
9182,2
9183,1
9184,1
9185,1
9186,1
9187,1
9188,1
9189,2
9190,1
9191,1
9192,1
9193,1
9194,2
9195,2
9196,1
9197,0
9198,2
9199,1
9200,1
9201,1
9202,1
9203,2
9204,1
9205,1
9206,1
9207,1
9208,1
9209,2
9210,2
9211,1
9212,1
9213,1
9214,1
9215,2
9216,2
9217,2
9218,2
9219,1
9220,1
9221,1
9222,1
9223,1
9224,1
9225,1
9226,1
9227,2
9228,1
9229,1
9230,1
9231,1
9232,2
9233,1
9234,2
9235,1
9236,1
9237,1
9238,2
9239,1
9240,2
9241,1
9242,2
9243,2
9244,1
9245,2
9246,1
9247,1
9248,1
9249,2
9250,1
9251,1
9252,1
9253,1
9254,1
9255,1
9256,1
9257,1
9258,1
9259,2
9260,1
9261,1
9262,1
9263,2
9264,1
9265,2
9266,1
9267,1
9268,1
9269,2
9270,1
9271,1
9272,1
9273,1
9274,2
9275,2
9276,1
9277,1
9278,2
9279,1
9280,1
9281,2
9282,2
9283,2
9284,1
9285,1
9286,1
9287,1
9288,1
9289,2
9290,2
9291,1
9292,1
9293,1
9294,2
9295,1
9296,1
9297,1
9298,2
9299,1
9300,2
9301,1
9302,2
9303,1
9304,1
9305,2
9306,2
9307,1
9308,1
9309,1
9310,1
9311,1
9312,2
9313,1
9314,1
9315,1
9316,1
9317,2
9318,1
9319,1
9320,1
9321,1
9322,1
9323,1
9324,1
9325,1
9326,1
9327,1
9328,1
9329,1
9330,1
9331,2
9332,2
9333,1
9334,1
9335,1
9336,2
9337,2
9338,1
9339,2
9340,1
9341,1
9342,1
9343,1
9344,1
9345,2
9346,1
9347,3
9348,2
9349,1
9350,2
9351,1
9352,1
9353,2
9354,1
9355,1
9356,1
9357,1
9358,2
9359,2
9360,1
9361,1
9362,1
9363,1
9364,1
9365,2
9366,1
9367,1
9368,1
9369,1
9370,1
9371,1
9372,1
9373,2
9374,1
9375,1
9376,1
9377,1
9378,1
9379,1
9380,1
9381,1
9382,1
9383,1
9384,1
9385,1
9386,1
9387,1
9388,1
9389,1
9390,1
9391,1
9392,2
9393,1
9394,1
9395,2
9396,1
9397,1
9398,1
9399,2
9400,2
9401,2
9402,1
9403,2
9404,2
9405,1
9406,1
9407,2
9408,2
9409,1
9410,2
9411,2
9412,2
9413,1
9414,1
9415,1
9416,2
9417,1
9418,1
9419,2
9420,1
9421,1
9422,1
9423,1
9424,1
9425,1
9426,1
9427,2
9428,2
9429,2
9430,1
9431,1
9432,1
9433,1
9434,2
9435,1
9436,1
9437,1
9438,1
9439,1
9440,2
9441,1
9442,1
9443,1
9444,1
9445,1
9446,1
9447,1
9448,1
9449,1
9450,1
9451,1
9452,1
9453,2
9454,2
9455,2
9456,1
9457,1
9458,1
9459,2
9460,1
9461,1
9462,1
9463,2
9464,2
9465,2
9466,1
9467,2
9468,2
9469,1
9470,1
9471,2
9472,1
9473,2
9474,1
9475,1
9476,2
9477,1
9478,1
9479,1
9480,2
9481,1
9482,2
9483,1
9484,1
9485,1
9486,1
9487,1
9488,1
9489,1
9490,2
9491,1
9492,1
9493,2
9494,1
9495,1
9496,1
9497,1
9498,1
9499,1
9500,2
9501,1
9502,2
9503,1
9504,2
9505,1
9506,1
9507,1
9508,1
9509,2
9510,2
9511,1
9512,1
9513,1
9514,1
9515,1
9516,1
9517,1
9518,1
9519,1
9520,2
9521,1
9522,1
9523,1
9524,1
9525,1
9526,1
9527,1
9528,1
9529,1
9530,1
9531,1
9532,1
9533,3
9534,1
9535,1
9536,1
9537,1
9538,1
9539,1
9540,1
9541,1
9542,1
9543,1
9544,2
9545,2
9546,1
9547,2
9548,1
9549,1
9550,1
9551,1
9552,1
9553,1
9554,1
9555,2
9556,1
9557,1
9558,1
9559,2
9560,1
9561,1
9562,1
9563,1
9564,2
9565,2
9566,1
9567,1
9568,1
9569,1
9570,1
9571,2
9572,1
9573,1
9574,1
9575,1
9576,1
9577,1
9578,2
9579,2
9580,1
9581,1
9582,1
9583,1
9584,2
9585,1
9586,1
9587,2
9588,1
9589,1
9590,2
9591,1
9592,1
9593,2
9594,1
9595,1
9596,2
9597,1
9598,1
9599,1
9600,1
9601,1
9602,1
9603,1
9604,2
9605,1
9606,1
9607,1
9608,1
9609,1
9610,1
9611,1
9612,2
9613,1
9614,1
9615,1
9616,2
9617,2
9618,2
9619,1
9620,2
9621,3
9622,2
9623,1
9624,1
9625,2
9626,2
9627,2
9628,1
9629,2
9630,1
9631,2
9632,1
9633,1
9634,2
9635,1
9636,1
9637,1
9638,1
9639,1
9640,2
9641,1
9642,2
9643,1
9644,1
9645,2
9646,2
9647,1
9648,1
9649,2
9650,1
9651,1
9652,1
9653,1
9654,2
9655,1
9656,1
9657,2
9658,1
9659,1
9660,1
9661,1
9662,1
9663,1
9664,1
9665,1
9666,2
9667,1
9668,1
9669,1
9670,2
9671,1
9672,1
9673,1
9674,2
9675,1
9676,1
9677,1
9678,1
9679,2
9680,1
9681,1
9682,1
9683,2
9684,1
9685,2
9686,1
9687,0
9688,1
9689,1
9690,1
9691,2
9692,1
9693,2
9694,2
9695,1
9696,2
9697,2
9698,2
9699,1
9700,2
9701,2
9702,1
9703,1
9704,1
9705,1
9706,1
9707,1
9708,2
9709,1
9710,1
9711,1
9712,1
9713,2
9714,1
9715,1
9716,2
9717,1
9718,1
9719,3
9720,2
9721,1
9722,1
9723,1
9724,1
9725,1
9726,2
9727,1
9728,1
9729,1
9730,1
9731,2
9732,1
9733,1
9734,1
9735,2
9736,1
9737,1
9738,2
9739,1
9740,1
9741,3
9742,1
9743,1
9744,1
9745,2
9746,2
9747,1
9748,1
9749,1
9750,1
9751,2
9752,2
9753,1
9754,1
9755,1
9756,2
9757,1
9758,2
9759,1
9760,2
9761,1
9762,1
9763,1
9764,2
9765,1
9766,2
9767,1
9768,1
9769,1
9770,1
9771,1
9772,1
9773,1
9774,2
9775,2
9776,1
9777,2
9778,2
9779,1
9780,1
9781,1
9782,2
9783,2
9784,1
9785,1
9786,2
9787,2
9788,1
9789,1
9790,2
9791,1
9792,1
9793,2
9794,1
9795,1
9796,2
9797,1
9798,3
9799,2
9800,1
9801,1
9802,2
9803,1
9804,1
9805,1
9806,1
9807,1
9808,2
9809,2
9810,1
9811,1
9812,1
9813,2
9814,2
9815,1
9816,1
9817,2
9818,1
9819,1
9820,2
9821,3
9822,2
9823,1
9824,1
9825,1
9826,2
9827,2
9828,1
9829,1
9830,1
9831,1
9832,1
9833,1
9834,2
9835,1
9836,1
9837,2
9838,1
9839,1
9840,2
9841,1
9842,1
9843,1
9844,1
9845,1
9846,1
9847,1
9848,1
9849,1
9850,1
9851,1
9852,1
9853,1
9854,1
9855,1
9856,1
9857,2
9858,2
9859,2
9860,1
9861,1
9862,1
9863,2
9864,1
9865,1
9866,1
9867,3
9868,1
9869,2
9870,1
9871,1
9872,1
9873,0
9874,1
9875,2
9876,2
9877,1
9878,1
9879,1
9880,1
9881,1
9882,1
9883,1
9884,2
9885,1
9886,1
9887,1
9888,2
9889,1
9890,1
9891,2
9892,1
9893,1
9894,2
9895,1
9896,1
9897,1
9898,2
9899,1
9900,1
9901,1
9902,1
9903,1
9904,1
9905,2
9906,1
9907,2
9908,2
9909,2
9910,1
9911,1
9912,1
9913,2
9914,2
9915,2
9916,2
9917,2
9918,1
9919,2
9920,1
9921,2
9922,1
9923,1
9924,1
9925,1
9926,1
9927,1
9928,1
9929,1
9930,1
9931,2
9932,1
9933,2
9934,2
9935,2
9936,1
9937,1
9938,3
9939,2
9940,2
9941,1
9942,1
9943,1
9944,2
9945,2
9946,2
9947,1
9948,1
9949,1
9950,1
9951,1
9952,2
9953,1
9954,1
9955,1
9956,1
9957,1
9958,2
9959,1
9960,1
9961,1
9962,1
9963,1
9964,1
9965,1
9966,1
9967,2
9968,1
9969,1
9970,2
9971,2
9972,1
9973,1
9974,1
9975,1
9976,2
9977,1
9978,1
9979,1
9980,2
9981,1
9982,2
9983,2
9984,1
9985,1
9986,2
9987,1
9988,1
9989,1
9990,1
9991,1
9992,1
9993,1
9994,1
9995,2
9996,1
9997,1
9998,2
9999,2
10000,1
10001,1
10002,1
10003,1
10004,2
10005,2
10006,1
10007,0
10008,2
10009,2
10010,2
10011,2
10012,2
10013,2
10014,1
10015,2
10016,1
10017,2
10018,2
10019,1
10020,1
10021,2
10022,1
10023,1
10024,1
10025,1
10026,1
10027,1
10028,1
10029,2
10030,1
10031,1
10032,1
10033,2
10034,1
10035,1
10036,1
10037,1
10038,1
10039,1
10040,2
10041,1
10042,1
10043,2
10044,1
10045,2
10046,1
10047,2
10048,1
10049,1
10050,1
10051,1
10052,1
10053,1
10054,2
10055,1
10056,1
10057,1
10058,1
10059,1
10060,2
10061,1
10062,1
10063,1
10064,2
10065,2
10066,1
10067,1
10068,1
10069,1
10070,1
10071,1
10072,1
10073,1
10074,1
10075,1
10076,1
10077,2
10078,2
10079,1
10080,1
10081,1
10082,1
10083,1
10084,1
10085,1
10086,1
10087,1
10088,2
10089,1
10090,3
10091,1
10092,2
10093,2
10094,2
10095,1
10096,1
10097,2
10098,2
10099,1
10100,2
10101,1
10102,1
10103,1
10104,2
10105,2
10106,1
10107,1
10108,1
10109,1
10110,1
10111,1
10112,2
10113,1
10114,1
10115,1
10116,2
10117,2
10118,2
10119,2
10120,1
10121,1
10122,1
10123,1
10124,1
10125,1
10126,1
10127,2
10128,1
10129,1
10130,1
10131,1
10132,2
10133,1
10134,1
10135,1
10136,1
10137,2
10138,2
10139,2
10140,2
10141,2
10142,1
10143,1
10144,1
10145,2
10146,1
10147,2
10148,2
10149,1
10150,1
10151,2
10152,1
10153,2
10154,2
10155,2
10156,2
10157,2
10158,1
10159,2
10160,1
10161,2
10162,1
10163,1
10164,1
10165,1
10166,1
10167,1
10168,0
10169,1
10170,2
10171,2
10172,1
10173,2
10174,1
10175,2
10176,1
10177,1
10178,1
10179,1
10180,1
10181,1
10182,1
10183,1
10184,1
10185,1
10186,1
10187,2
10188,1
10189,1
10190,1
10191,1
10192,1
10193,2
10194,2
10195,1
10196,1
10197,1
10198,1
10199,2
10200,2
10201,1
10202,1
10203,1
10204,1
10205,1
10206,1
10207,2
10208,1
10209,1
10210,1
10211,2
10212,2
10213,2
10214,1
10215,1
10216,1
10217,1
10218,2
10219,1
10220,1
10221,1
10222,2
10223,1
10224,1
10225,1
10226,1
10227,2
10228,1
10229,1
10230,1
10231,1
10232,1
10233,1
10234,1
10235,2
10236,2
10237,1
10238,1
10239,2
10240,2
10241,2
10242,1
10243,1
10244,1
10245,1
10246,1
10247,1
10248,1
10249,0
10250,2
10251,1
10252,1
10253,1
10254,1
10255,1
10256,1
10257,2
10258,1
10259,1
10260,1
10261,2
10262,1
10263,2
10264,2
10265,1
10266,1
10267,2
10268,1
10269,3
10270,1
10271,2
10272,2
10273,2
10274,1
10275,1
10276,1
10277,2
10278,1
10279,1
10280,1
10281,1
10282,1
10283,1
10284,1
10285,2
10286,1
10287,2
10288,2
10289,1
10290,2
10291,1
10292,2
10293,2
10294,1
10295,1
10296,2
10297,1
10298,1
10299,1
10300,1
10301,1
10302,1
10303,1
10304,1
10305,1
10306,1
10307,1
10308,1
10309,1
10310,1
10311,1
10312,1
10313,1
10314,1
10315,1
10316,2
10317,1
10318,1
10319,1
10320,1
10321,1
10322,2
10323,1
10324,1
10325,1
10326,1
10327,1
10328,1
10329,1
10330,1
10331,1
10332,1
10333,1
10334,2
10335,2
10336,1
10337,1
10338,1
10339,1
10340,1
10341,2
10342,1
10343,1
10344,1
10345,1
10346,1
10347,1
10348,1
10349,1
10350,1
10351,2
10352,2
10353,1
10354,1
10355,2
10356,2
10357,1
10358,1
10359,1
10360,2
10361,1
10362,2
10363,1
10364,1
10365,2
10366,1
10367,1
10368,2
10369,1
10370,1
10371,1
10372,2
10373,1
10374,1
10375,1
10376,1
10377,1
10378,1
10379,1
10380,1
10381,2
10382,2
10383,1
10384,1
10385,1
10386,1
10387,1
10388,2
10389,1
10390,1
10391,1
10392,2
10393,1
10394,1
10395,2
10396,1
10397,1
10398,2
10399,1
10400,1
10401,1
10402,1
10403,1
10404,1
10405,1
10406,1
10407,1
10408,1
10409,1
10410,1
10411,1
10412,1
10413,1
10414,2
10415,1
10416,1
10417,1
10418,1
10419,2
10420,1
10421,1
10422,1
10423,1
10424,1
10425,1
10426,1
10427,1
10428,1
10429,1
10430,1
10431,1
10432,1
10433,1
10434,2
10435,1
10436,1
10437,1
10438,2
10439,2
10440,1
10441,1
10442,1
10443,1
10444,1
10445,2
10446,1
10447,1
10448,1
10449,1
10450,1
10451,1
10452,1
10453,2
10454,1
10455,2
10456,1
10457,2
10458,1
10459,1
10460,1
10461,1
10462,2
10463,1
10464,2
10465,1
10466,1
10467,2
10468,1
10469,1
10470,2
10471,2
10472,2
10473,1
10474,1
10475,1
10476,2
10477,1
10478,1
10479,1
10480,1
10481,1
10482,1
10483,1
10484,2
10485,1
10486,1
10487,1
10488,2
10489,1
10490,3
10491,1
10492,1
10493,1
10494,1
10495,2
10496,2
10497,1
10498,1
10499,1
10500,1
10501,2
10502,1
10503,1
10504,2
10505,1
10506,1
10507,2
10508,1
10509,1
10510,2
10511,1
10512,1
10513,2
10514,1
10515,1
10516,1
10517,2
10518,1
10519,1
10520,2
10521,1
10522,1
10523,1
10524,2
10525,1
10526,1
10527,1
10528,1
10529,2
10530,1
10531,1
10532,2
10533,1
10534,2
10535,2
10536,1
10537,1
10538,1
10539,1
10540,2
10541,2
10542,1
10543,2
10544,2
10545,2
10546,1
10547,2
10548,1
10549,2
10550,1
10551,1
10552,1
10553,1
10554,1
10555,2
10556,1
10557,1
10558,1
10559,1
10560,1
10561,1
10562,1
10563,2
10564,2
10565,1
10566,1
10567,1
10568,0
10569,2
10570,1
10571,1
10572,2
10573,2
10574,1
10575,2
10576,1
10577,1
10578,1
10579,1
10580,1
10581,1
10582,2
10583,1
10584,2
10585,1
10586,1
10587,1
10588,1
10589,2
10590,1
10591,2
10592,1
10593,2
10594,1
10595,1
10596,2
10597,1
10598,1
10599,1
10600,1
10601,2
10602,1
10603,1
10604,1
10605,2
10606,1
10607,1
10608,1
10609,1
10610,1
10611,1
10612,1
10613,2
10614,2
10615,1
10616,1
10617,1
10618,1
10619,1
10620,1
10621,1
10622,1
10623,1
10624,1
10625,2
10626,1
10627,1
10628,1
10629,1
10630,2
10631,1
10632,2
10633,2
10634,2
10635,1
10636,1
10637,1
10638,1
10639,1
10640,1
10641,2
10642,1
10643,1
10644,2
10645,1
10646,2
10647,1
10648,1
10649,2
10650,1
10651,1
10652,1
10653,1
10654,1
10655,2
10656,1
10657,2
10658,1
10659,2
10660,1
10661,2
10662,1
10663,1
10664,2
10665,1
10666,2
10667,1
10668,1
10669,2
10670,1
10671,1
10672,1
10673,1
10674,1
10675,1
10676,1
10677,1
10678,1
10679,1
10680,1
10681,2
10682,3
10683,1
10684,2
10685,2
10686,1
10687,2
10688,1
10689,1
10690,1
10691,2
10692,1
10693,1
10694,1
10695,1
10696,1
10697,2
10698,2
10699,1
10700,2
10701,1
10702,2
10703,1
10704,1
10705,1
10706,3
10707,1
10708,1
10709,1
10710,1
10711,1
10712,1
10713,2
10714,2
10715,1
10716,1
10717,1
10718,2
10719,1
10720,1
10721,2
10722,2
10723,1
10724,1
10725,1
10726,2
10727,1
10728,2
10729,1
10730,1
10731,1
10732,1
10733,2
10734,1
10735,2
10736,2
10737,1
10738,1
10739,2
10740,1
10741,1
10742,1
10743,2
10744,2
10745,1
10746,1
10747,1
10748,1
10749,1
10750,2
10751,1
10752,1
10753,1
10754,2
10755,1
10756,1
10757,1
10758,1
10759,2
10760,1
10761,2
10762,1
10763,1
10764,2
10765,1
10766,1
10767,2
10768,1
10769,1
10770,2
10771,1
10772,1
10773,1
10774,1
10775,2
10776,2
10777,1
10778,1
10779,1
10780,2
10781,1
10782,1
10783,1
10784,2
10785,2
10786,1
10787,1
10788,1
10789,1
10790,1
10791,1
10792,1
10793,3
10794,1
10795,1
10796,1
10797,1
10798,2
10799,2
10800,1
10801,2
10802,1
10803,1
10804,1
10805,2
10806,2
10807,1
10808,1
10809,0
10810,1
10811,1
10812,1
10813,1
10814,2
10815,2
10816,2
10817,1
10818,1
10819,1
10820,2
10821,1
10822,1
10823,1
10824,1
10825,1
10826,1
10827,1
10828,2
10829,1
10830,1
10831,1
10832,2
10833,1
10834,1
10835,2
10836,1
10837,1
10838,1
10839,1
10840,2
10841,1
10842,2
10843,1
10844,1
10845,1
10846,1
10847,1
10848,2
10849,1
10850,1
10851,1
10852,2
10853,2
10854,2
10855,1
10856,2
10857,1
10858,2
10859,2
10860,1
10861,1
10862,1
10863,1
10864,1
10865,1
10866,2
10867,1
10868,1
10869,1
10870,2
10871,1
10872,1
10873,1
10874,2
10875,1
10876,2
10877,1
10878,2
10879,1
10880,1
10881,1
10882,1
10883,1
10884,1
10885,2
10886,1
10887,1
10888,1
10889,1
10890,1
10891,1
10892,1
10893,1
10894,1
10895,2
10896,1
10897,2
10898,1
10899,1
10900,1
10901,1
10902,2
10903,1
10904,2
10905,1
10906,2
10907,1
10908,1
10909,1
10910,3
10911,1
10912,1
10913,2
10914,2
10915,1
10916,1
10917,2
10918,2
10919,1
10920,1
10921,1
10922,1
10923,1
10924,1
10925,2
10926,2
10927,1
10928,2
10929,1
10930,1
10931,1
10932,2
10933,2
10934,2
10935,1
10936,1
10937,1
10938,1
10939,2
10940,1
10941,1
10942,1
10943,1
10944,1
10945,1
10946,1
10947,1
10948,1
10949,1
10950,1
10951,1
10952,1
10953,1
10954,1
10955,1
10956,2
10957,2
10958,1
10959,1
10960,1
10961,1
10962,1
10963,1
10964,1
10965,2
10966,1
10967,1
10968,1
10969,1
10970,2
10971,2
10972,1
10973,1
10974,1
10975,2
10976,2
10977,2
10978,2
10979,1
10980,1
10981,1
10982,1
10983,1
10984,1
10985,1
10986,1
10987,1
10988,1
10989,1
10990,2
10991,1
10992,1
10993,1
10994,1
10995,1
10996,1
10997,2
10998,1
10999,1
11000,1
11001,1
11002,1
11003,1
11004,0
11005,1
11006,1
11007,1
11008,1
11009,2
11010,1
11011,1
11012,1
11013,1
11014,1
11015,1
11016,1
11017,2
11018,1
11019,1
11020,1
11021,1
11022,1
11023,1
11024,2
11025,1
11026,2
11027,1
11028,1
11029,2
11030,1
11031,1
11032,2
11033,2
11034,1
11035,1
11036,1
11037,1
11038,1
11039,2
11040,1
11041,2
11042,1
11043,1
11044,2
11045,1
11046,1
11047,1
11048,1
11049,1
11050,1
11051,1
11052,1
11053,2
11054,1
11055,2
11056,1
11057,1
11058,2
11059,1
11060,2
11061,1
11062,1
11063,1
11064,1
11065,2
11066,1
11067,2
11068,2
11069,1
11070,1
11071,1
11072,1
11073,1
11074,1
11075,1
11076,1
11077,1
11078,1
11079,1
11080,1
11081,1
11082,1
11083,1
11084,1
11085,1
11086,1
11087,1
11088,2
11089,2
11090,1
11091,1
11092,2
11093,2
11094,1
11095,1
11096,1
11097,1
11098,1
11099,1
11100,1
11101,2
11102,2
11103,1
11104,1
11105,2
11106,1
11107,1
11108,1
11109,1
11110,1
11111,1
11112,2
11113,2
11114,2
11115,1
11116,2
11117,1
11118,2
11119,1
11120,1
11121,1
11122,1
11123,1
11124,1
11125,2
11126,1
11127,2
11128,2
11129,1
11130,1
11131,2
11132,1
11133,1
11134,2
11135,2
11136,2
11137,1
11138,1
11139,1
11140,1
11141,2
11142,1
11143,2
11144,1
11145,2
11146,1
11147,2
11148,1
11149,2
11150,1
11151,1
11152,2
11153,1
11154,1
11155,1
11156,1
11157,1
11158,2
11159,1
11160,1
11161,1
11162,2
11163,1
11164,1
11165,1
11166,1
11167,3
11168,1
11169,1
11170,2
11171,1
11172,1
11173,1
11174,1
11175,1
11176,2
11177,1
11178,2
11179,1
11180,1
11181,2
11182,1
11183,1
11184,1
11185,2
11186,1
11187,2
11188,2
11189,1
11190,2
11191,2
11192,2
11193,1
11194,2
11195,1
11196,2
11197,1
11198,1
11199,1
11200,1
11201,1
11202,3
11203,1
11204,1
11205,1
11206,1
11207,1
11208,1
11209,1
11210,1
11211,1
11212,1
11213,1
11214,1
11215,1
11216,1
11217,1
11218,2
11219,1
11220,1
11221,1
11222,1
11223,1
11224,1
11225,1
11226,1
11227,1
11228,1
11229,1
11230,1
11231,1
11232,1
11233,1
11234,2
11235,2
11236,1
11237,2
11238,1
11239,1
11240,1
11241,1
11242,2
11243,1
11244,1
11245,1
11246,1
11247,1
11248,1
11249,1
11250,1
11251,1
11252,2
11253,1
11254,1
11255,1
11256,1
11257,2
11258,2
11259,2
11260,1
11261,1
11262,2
11263,1
11264,1
11265,2
11266,1
11267,1
11268,1
11269,1
11270,2
11271,1
11272,1
11273,1
11274,1
11275,1
11276,1
11277,1
11278,1
11279,1
11280,1
11281,1
11282,1
11283,2
11284,2
11285,1
11286,2
11287,1
11288,2
11289,2
11290,1
11291,2
11292,1
11293,1
11294,1
11295,1
11296,1
11297,1
11298,1
11299,1
11300,1
11301,1
11302,1
11303,2
11304,1
11305,1
11306,1
11307,1
11308,1
11309,1
11310,2
11311,1
11312,1
11313,1
11314,1
11315,1
11316,1
11317,2
11318,1
11319,1
11320,1
11321,1
11322,2
11323,1
11324,1
11325,2
11326,1
11327,1
11328,1
11329,1
11330,1
11331,2
11332,2
11333,1
11334,1
11335,2
11336,1
11337,1
11338,1
11339,1
11340,2
11341,1
11342,2
11343,1
11344,1
11345,1
11346,1
11347,1
11348,1
11349,1
11350,1
11351,1
11352,2
11353,2
11354,1
11355,2
11356,1
11357,1
11358,1
11359,1
11360,1
11361,1
11362,1
11363,1
11364,1
11365,1
11366,2
11367,1
11368,1
11369,1
11370,1
11371,2
11372,1
11373,1
11374,1
11375,2
11376,1
11377,1
11378,1
11379,1
11380,1
11381,1
11382,2
11383,1
11384,1
11385,1
11386,1
11387,1
11388,1
11389,1
11390,1
11391,2
11392,1
11393,1
11394,1
11395,1
11396,1
11397,1
11398,1
11399,2
11400,1
11401,2
11402,1
11403,1
11404,1
11405,1
11406,1
11407,1
11408,1
11409,1
11410,1
11411,1
11412,1
11413,1
11414,1
11415,1
11416,1
11417,1
11418,2
11419,2
11420,2
11421,1
11422,1
11423,1
11424,1
11425,1
11426,1
11427,1
11428,2
11429,1
11430,2
11431,2
11432,1
11433,1
11434,2
11435,1
11436,1
11437,1
11438,1
11439,1
11440,2
11441,1
11442,1
11443,1
11444,1
11445,1
11446,2
11447,2
11448,1
11449,1
11450,1
11451,1
11452,2
11453,1
11454,1
11455,0
11456,2
11457,2
11458,1
11459,1
11460,1
11461,1
11462,2
11463,1
11464,2
11465,2
11466,3
11467,2
11468,1
11469,1
11470,1
11471,1
11472,1
11473,2
11474,1
11475,1
11476,1
11477,1
11478,2
11479,1
11480,2
11481,1
11482,1
11483,2
11484,1
11485,1
11486,1
11487,2
11488,1
11489,1
11490,2
11491,1
11492,1
11493,2
11494,1
11495,1
11496,1
11497,2
11498,1
11499,1
11500,1
11501,1
11502,1
11503,1
11504,1
11505,1
11506,1
11507,1
11508,1
11509,1
11510,1
11511,1
11512,2
11513,1
11514,1
11515,1
11516,2
11517,2
11518,2
11519,1
11520,2
11521,1
11522,1
11523,1
11524,1
11525,1
11526,1
11527,1
11528,1
11529,1
11530,1
11531,1
11532,1
11533,1
11534,1
11535,1
11536,2
11537,2
11538,1
11539,2
11540,1
11541,1
11542,1
11543,1
11544,1
11545,2
11546,2
11547,1
11548,1
11549,2
11550,1
11551,1
11552,1
11553,3
11554,2
11555,1
11556,2
11557,1
11558,3
11559,1
11560,1
11561,1
11562,1
11563,1
11564,1
11565,2
11566,2
11567,1
11568,1
11569,1
11570,1
11571,1
11572,2
11573,1
11574,1
11575,1
11576,1
11577,2
11578,1
11579,1
11580,1
11581,1
11582,2
11583,1
11584,1
11585,2
11586,1
11587,2
11588,1
11589,1
11590,1
11591,2
11592,1
11593,1
11594,2
11595,1
11596,2
11597,2
11598,1
11599,1
11600,3
11601,1
11602,1
11603,2
11604,1
11605,2
11606,2
11607,1
11608,1
11609,2
11610,1
11611,2
11612,2
11613,1
11614,1
11615,1
11616,1
11617,1
11618,2
11619,1
11620,2
11621,1
11622,1
11623,1
11624,1
11625,1
11626,2
11627,1
11628,1
11629,1
11630,1
11631,1
11632,1
11633,1
11634,1
11635,1
11636,1
11637,2
11638,2
11639,1
11640,1
11641,1
11642,2
11643,1
11644,2
11645,1
11646,2
11647,1
11648,1
11649,1
11650,1
11651,1
11652,1
11653,1
11654,1
11655,1
11656,1
11657,2
11658,2
11659,2
11660,1
11661,2
11662,1
11663,2
11664,1
11665,1
11666,2
11667,1
11668,2
11669,1
11670,1
11671,1
11672,2
11673,2
11674,2
11675,1
11676,1
11677,1
11678,1
11679,1
11680,2
11681,1
11682,1
11683,1
11684,3
11685,1
11686,2
11687,2
11688,1
11689,2
11690,1
11691,1
11692,1
11693,1
11694,1
11695,1
11696,2
11697,1
11698,1
11699,1
11700,1
11701,1
11702,1
11703,2
11704,1
11705,1
11706,1
11707,1
11708,1
11709,1
11710,1
11711,2
11712,2
11713,1
11714,1
11715,1
11716,2
11717,1
11718,2
11719,2
11720,1
11721,1
11722,1
11723,2
11724,2
11725,1
11726,1
11727,2
11728,1
11729,1
11730,1
11731,1
11732,2
11733,1
11734,1
11735,1
11736,1
11737,1
11738,1
11739,1
11740,1
11741,1
11742,2
11743,1
11744,1
11745,1
11746,1
11747,2
11748,1
11749,1
11750,1
11751,1
11752,1
11753,1
11754,1
11755,1
11756,1
11757,1
11758,1
11759,1
11760,2
11761,2
11762,2
11763,1
11764,1
11765,1
11766,1
11767,1
11768,2
11769,1
11770,1
11771,1
11772,2
11773,2
11774,1
11775,2
11776,2
11777,1
11778,1
11779,1
11780,1
11781,2
11782,1
11783,1
11784,1
11785,2
11786,1
11787,1
11788,1
11789,2
11790,1
11791,1
11792,1
11793,2
11794,2
11795,1
11796,2
11797,1
11798,1
11799,1
11800,1
11801,1
11802,1
11803,1
11804,1
11805,2
11806,1
11807,1
11808,2
11809,1
11810,2
11811,2
11812,1
11813,1
11814,2
11815,2
11816,1
11817,1
11818,0
11819,2
11820,1
11821,2
11822,1
11823,1
11824,1
11825,1
11826,2
11827,1
11828,1
11829,1
11830,1
11831,1
11832,2
11833,1
11834,2
11835,1
11836,1
11837,2
11838,1
11839,2
11840,1
11841,2
11842,2
11843,1
11844,2
11845,1
